@relation weka-cell-lbp

@attribute 0 numeric
@attribute ' 1' numeric
@attribute ' 2' numeric
@attribute ' 3' numeric
@attribute ' 4' numeric
@attribute ' 5' numeric
@attribute ' 6' numeric
@attribute ' 7' numeric
@attribute ' 8' numeric
@attribute ' 9' numeric
@attribute ' 10' numeric
@attribute ' 11' numeric
@attribute ' 12' numeric
@attribute ' 13' numeric
@attribute ' 14' numeric
@attribute ' 15' numeric
@attribute ' 16' numeric
@attribute ' 17' numeric
@attribute ' 18' numeric
@attribute ' 19' numeric
@attribute ' 20' numeric
@attribute ' 21' numeric
@attribute ' 22' numeric
@attribute ' 23' numeric
@attribute ' 24' numeric
@attribute ' 25' numeric
@attribute ' 26' numeric
@attribute ' 27' numeric
@attribute ' 28' numeric
@attribute ' 29' numeric
@attribute ' 30' numeric
@attribute ' 31' numeric
@attribute ' 32' numeric
@attribute ' 33' numeric
@attribute ' 34' numeric
@attribute ' 35' numeric
@attribute ' 36' numeric
@attribute ' 37' numeric
@attribute ' 38' numeric
@attribute ' 39' numeric
@attribute ' 40' numeric
@attribute ' 41' numeric
@attribute ' 42' numeric
@attribute ' 43' numeric
@attribute ' 44' numeric
@attribute ' 45' numeric
@attribute ' 46' numeric
@attribute ' 47' numeric
@attribute ' 48' numeric
@attribute ' 49' numeric
@attribute ' 50' numeric
@attribute ' 51' numeric
@attribute ' 52' numeric
@attribute ' 53' numeric
@attribute ' 54' numeric
@attribute ' 55' numeric
@attribute ' 56' numeric
@attribute ' 57' numeric
@attribute ' 58' numeric
@attribute ' 59' numeric
@attribute ' class' {0,1,2,3}

@data
43,3,3,4,3,1,2,3,1,2,0,4,4,6,1,1,5,5,3,7,2,1,6,2,1,2,2,1,1,2,2,5,3,1,0,0,6,5,5,1,3,2,6,9,5,1,3,2,3,2,4,1,3,2,4,4,2,9,56,130,1
21,3,2,2,4,4,1,7,5,2,0,2,2,1,5,2,8,2,5,4,3,3,2,4,1,5,4,0,2,1,4,2,7,1,2,1,4,2,4,1,0,2,6,4,1,2,0,5,2,2,2,2,1,2,3,3,1,10,55,157,1
27,2,1,2,0,4,1,7,2,4,2,4,5,2,1,3,5,6,2,9,1,4,4,2,0,3,4,3,1,1,3,5,0,2,0,1,3,1,2,1,1,3,4,4,0,1,1,1,1,2,1,1,0,2,2,3,4,8,52,132,1
27,3,6,2,4,6,2,2,4,1,2,4,0,1,1,2,6,2,4,0,1,2,2,1,3,4,2,0,2,4,4,5,1,0,4,2,5,5,13,3,1,3,4,8,3,1,0,6,3,4,2,2,1,0,0,2,2,11,57,146,1
20,2,8,1,1,2,2,1,3,3,0,4,0,9,13,2,5,2,1,6,4,2,3,2,3,1,2,1,1,3,0,6,2,0,1,1,1,1,3,0,2,1,3,3,2,0,0,4,3,1,2,1,0,1,1,4,1,4,25,160,1
18,4,4,2,1,3,2,0,6,8,2,5,5,10,6,0,5,6,7,1,1,3,2,3,4,4,1,3,3,4,5,3,3,2,4,2,5,5,3,1,3,2,4,0,2,1,0,2,1,6,4,3,4,1,1,3,1,6,40,162,1
41,7,1,6,5,2,1,2,0,3,2,1,3,0,1,4,1,1,6,1,4,0,5,3,1,7,6,0,4,5,2,7,9,4,3,3,2,4,4,5,1,2,3,2,2,2,1,0,3,1,2,2,1,0,0,2,0,9,57,145,1
11,0,4,0,0,3,1,0,2,1,1,0,2,4,6,2,6,1,2,8,3,2,2,1,1,0,1,1,0,0,2,1,3,1,3,0,3,13,9,2,1,1,2,3,4,0,0,0,0,0,0,0,1,1,0,1,2,2,20,122,1
8,2,2,2,2,0,5,2,1,2,3,2,1,2,6,2,3,1,1,1,2,0,2,1,1,0,0,1,2,5,4,3,2,2,4,1,4,2,2,1,2,1,3,1,0,2,0,4,2,0,5,1,2,1,1,1,0,12,43,152,1
14,2,11,2,3,3,0,0,2,2,2,2,4,8,8,2,10,0,3,5,6,0,2,2,0,0,0,2,1,0,2,3,1,0,3,2,3,7,7,2,2,3,4,7,4,1,0,0,2,1,1,1,0,1,2,6,0,5,29,138,1
9,2,1,0,0,1,0,1,1,0,1,2,1,1,0,0,1,2,4,13,0,2,2,1,1,2,3,1,0,1,2,2,0,2,0,2,1,0,4,0,0,2,0,0,2,0,0,0,0,3,0,1,1,1,0,2,0,5,34,97,2
15,5,2,1,0,3,2,1,3,2,7,0,1,0,4,2,5,1,2,5,3,1,1,4,5,2,4,2,2,2,1,6,1,2,1,1,1,8,9,3,3,1,4,3,5,0,0,0,0,2,0,1,4,1,3,1,2,4,33,171,1
32,7,2,8,5,2,1,4,3,3,7,2,0,2,7,2,2,6,3,0,0,1,3,2,1,0,0,3,4,4,1,5,4,1,3,2,2,3,1,0,2,2,7,2,1,3,1,2,2,2,2,1,2,0,0,1,1,9,46,143,1
80,3,3,3,6,2,3,1,1,4,1,5,5,3,0,1,6,4,7,16,1,2,5,2,5,2,0,1,2,3,3,7,2,2,1,2,5,10,3,2,3,1,6,7,1,0,0,3,2,2,1,1,1,1,1,3,1,6,46,142,1
139,3,8,4,2,2,7,3,6,7,1,5,7,10,5,4,7,2,8,13,3,4,11,2,6,1,5,0,4,6,2,6,6,4,4,1,7,11,16,4,2,3,9,6,7,0,3,2,5,4,6,2,3,1,3,1,1,10,66,121,1
45,6,4,1,7,3,2,4,4,4,1,3,4,4,4,2,4,2,8,6,0,2,6,4,2,7,2,2,3,1,1,11,4,2,1,3,4,2,10,6,0,2,4,4,3,1,0,2,4,2,1,2,4,1,0,2,2,9,66,143,1
46,0,3,3,5,4,2,1,4,3,0,5,2,5,6,2,6,2,8,2,2,1,2,3,5,2,2,2,2,3,1,8,2,1,3,1,5,3,2,3,2,3,1,2,1,0,1,1,0,0,2,1,3,0,1,1,3,9,47,169,1
15,1,5,3,0,2,0,1,2,0,3,1,2,3,2,2,6,0,3,2,1,1,1,0,1,1,1,4,0,2,1,1,3,1,1,1,2,4,4,4,3,1,0,5,4,1,1,0,3,1,1,1,1,5,1,2,1,2,34,132,1
21,2,4,2,0,3,0,1,3,1,0,2,3,5,2,1,4,3,2,4,6,3,2,1,4,2,2,2,0,3,2,7,0,2,2,1,4,5,7,4,1,6,3,4,4,2,0,0,1,1,1,0,0,1,0,5,1,10,48,132,1
57,5,7,1,6,2,2,1,4,2,4,3,0,2,6,2,5,6,2,7,3,1,3,3,7,4,2,2,1,0,4,3,1,1,2,1,5,2,7,0,2,4,3,4,0,1,1,0,1,1,1,1,3,1,4,3,1,10,55,143,1
10,2,2,3,6,1,2,2,3,6,0,1,3,5,5,1,2,0,5,2,3,2,3,0,2,0,4,0,0,1,1,3,2,1,3,2,2,4,1,2,2,1,3,4,2,1,0,0,1,0,1,1,0,0,1,3,2,5,30,128,1
18,5,3,3,3,4,5,2,1,4,3,2,2,5,8,3,1,2,3,7,3,0,0,1,2,0,4,0,0,1,4,5,6,7,0,0,1,1,3,3,1,1,2,5,1,2,1,0,4,2,0,0,0,1,3,1,0,3,28,133,1
57,0,4,2,6,2,3,0,3,4,2,7,7,7,4,5,6,2,1,10,5,0,4,1,2,0,1,2,1,2,0,3,3,0,4,0,1,3,4,3,3,2,4,4,2,0,1,1,0,1,0,0,2,0,1,3,1,4,34,135,1
42,5,11,1,1,4,0,2,3,0,0,4,4,0,0,1,2,3,4,15,0,0,3,3,0,0,0,1,1,1,4,3,3,1,2,3,3,6,19,1,1,2,4,2,2,2,0,1,1,5,1,0,0,4,2,3,0,8,58,110,1
27,3,2,3,2,0,0,4,0,2,0,5,4,1,0,0,2,1,9,7,1,2,6,4,1,6,3,0,3,4,3,5,4,0,1,0,0,1,4,4,0,0,0,0,0,0,0,0,0,2,1,0,0,1,2,1,4,7,53,145,1
50,3,2,3,8,1,1,5,3,2,0,5,3,0,0,2,2,3,11,4,2,1,7,2,2,3,5,3,5,4,5,5,11,0,4,2,3,1,1,6,1,0,7,3,0,3,0,1,4,4,2,2,0,1,3,1,1,12,64,128,1
13,2,3,5,3,4,1,4,3,7,2,2,3,2,2,3,3,2,5,1,0,4,1,4,0,4,2,3,2,5,1,3,5,2,4,0,0,2,1,2,1,4,3,2,0,3,0,2,1,1,2,1,1,1,0,2,0,9,47,144,1
27,1,4,2,2,3,4,4,1,2,3,2,1,2,3,4,6,0,2,0,2,3,5,2,4,3,2,1,1,5,3,0,3,1,2,1,2,1,2,2,2,2,4,10,1,1,2,2,4,1,1,1,2,0,1,3,0,9,57,146,1
21,1,0,7,5,4,0,2,1,4,5,2,1,3,0,0,1,3,4,3,2,0,8,1,4,3,2,2,2,3,1,4,0,1,0,2,1,7,8,2,0,2,1,2,4,0,0,2,1,0,2,2,1,2,1,2,1,5,34,142,1
17,6,3,2,3,1,3,2,2,5,5,2,1,1,5,4,5,1,5,0,2,0,0,1,0,0,2,0,4,3,4,6,1,2,1,0,1,3,4,1,1,1,3,2,3,2,3,0,3,0,1,1,2,1,1,2,0,5,30,122,1
26,2,1,5,5,3,0,4,4,6,1,2,1,7,6,1,2,2,2,2,2,2,7,4,6,5,2,1,0,6,1,6,2,0,2,4,2,0,9,4,1,3,2,1,1,0,1,4,2,2,2,1,0,4,3,1,0,3,43,132,1
40,2,3,2,6,4,4,3,2,7,3,8,5,4,5,5,6,3,7,7,1,0,2,0,2,4,6,0,2,1,0,3,0,0,1,1,0,1,9,0,1,0,4,4,2,0,1,0,1,1,0,0,3,1,0,4,0,6,41,148,1
47,5,5,0,2,2,1,2,1,7,0,4,2,7,7,1,4,2,5,2,4,0,8,5,4,2,1,0,3,5,2,9,2,0,0,0,1,3,8,2,1,2,4,5,5,3,2,6,3,2,2,3,1,1,1,3,2,8,51,144,1
23,3,6,1,7,1,0,6,2,4,0,4,3,0,0,1,0,5,4,2,2,0,4,1,2,8,5,1,3,2,3,4,1,0,2,2,4,1,3,4,1,2,4,1,0,3,0,1,2,2,3,3,0,2,0,1,1,9,57,155,1
146,9,4,7,3,7,4,2,3,2,0,11,5,3,1,2,6,5,10,17,3,2,2,2,6,5,2,0,0,7,5,10,8,4,2,1,3,7,9,2,0,3,6,2,0,2,1,4,5,5,2,3,3,0,2,3,1,8,43,123,1
13,2,2,6,3,1,5,2,2,1,2,2,1,2,0,4,3,2,2,0,1,0,0,1,1,0,1,2,2,2,5,3,3,1,2,2,0,0,1,5,4,2,1,1,0,3,3,1,0,1,4,1,2,1,0,2,0,7,36,153,1
16,5,3,1,2,0,1,5,2,7,5,2,3,4,8,6,4,1,3,3,1,0,1,0,0,1,1,1,3,0,1,3,1,3,0,0,1,0,5,0,0,0,3,12,1,0,0,1,1,0,0,0,1,1,1,3,0,6,35,134,1
18,3,1,2,3,0,0,1,4,0,0,1,3,2,6,3,2,3,1,3,3,3,2,1,5,6,5,0,2,7,1,5,3,1,4,3,2,3,1,2,0,1,1,1,3,0,0,3,1,1,0,3,1,1,1,0,1,7,42,150,1
23,3,4,3,2,1,4,2,3,3,3,3,7,1,0,3,2,0,4,8,3,4,4,3,3,5,4,1,1,7,0,2,9,3,2,2,3,6,3,5,3,2,3,3,1,4,0,3,4,1,2,0,2,1,2,3,0,11,62,147,1
17,3,2,2,5,1,4,7,0,1,0,3,0,0,0,2,1,2,2,2,1,0,5,1,3,3,0,0,4,2,1,5,5,1,0,0,2,0,2,3,3,1,2,0,2,1,0,2,1,0,0,2,2,1,1,2,0,9,47,156,1
41,4,5,4,2,3,1,3,2,5,0,7,6,6,3,1,7,1,7,9,3,1,6,4,3,3,1,1,4,5,3,8,4,2,2,2,5,2,3,1,4,4,5,3,1,1,2,2,3,3,2,2,2,1,3,3,1,10,57,134,1
17,3,2,4,3,4,1,2,5,1,4,4,1,2,1,1,4,1,2,8,2,2,4,1,4,3,1,1,1,5,2,3,4,0,1,4,2,2,3,2,2,0,2,5,3,0,2,1,1,2,2,2,0,1,1,3,1,12,68,179,1
39,4,2,4,2,4,7,4,1,1,2,5,3,6,3,2,4,1,2,4,2,3,0,3,2,6,1,1,4,5,0,6,4,5,2,1,1,5,2,2,3,0,2,2,1,2,1,3,0,2,6,3,1,1,1,0,0,12,60,152,1
8,2,5,1,3,1,0,1,6,5,2,2,0,7,7,1,5,1,1,9,5,2,1,1,0,0,1,0,0,0,1,2,1,1,2,0,2,0,3,5,0,2,2,3,0,0,2,1,1,1,0,1,0,0,0,3,0,7,35,108,1
64,4,2,1,10,1,2,2,2,3,4,8,1,2,2,2,4,2,10,4,2,1,2,2,1,6,5,2,2,1,3,6,6,1,1,0,6,3,5,1,0,2,1,5,0,0,0,4,2,3,4,1,1,1,2,2,0,4,48,140,1
23,2,1,3,1,2,0,6,2,1,3,3,4,1,2,1,4,5,3,5,4,3,5,1,3,0,2,1,0,1,6,3,0,1,0,2,2,3,4,1,0,0,8,2,2,0,4,3,2,1,2,2,0,2,2,5,1,7,53,156,1
29,4,3,4,2,0,1,6,2,3,3,1,2,1,1,3,2,1,3,1,3,1,2,4,5,6,2,4,5,6,5,2,2,0,1,3,1,7,2,2,2,1,3,2,2,0,2,2,2,1,4,3,1,1,3,1,0,8,51,152,1
20,3,4,2,3,5,1,4,5,2,0,2,1,3,6,1,2,2,3,1,2,2,7,4,1,3,1,3,2,2,1,4,5,2,2,1,5,1,5,4,1,4,4,3,2,2,1,3,3,0,4,1,1,1,1,1,1,9,52,143,1
25,2,1,5,3,3,6,6,5,1,2,2,4,6,3,1,4,2,6,7,4,1,5,1,4,3,5,1,3,3,2,1,5,1,2,0,3,5,5,1,2,1,4,2,1,2,1,4,3,3,0,0,5,3,2,2,0,11,57,150,1
56,4,4,3,4,2,4,2,2,7,4,5,5,3,1,2,9,2,5,12,1,1,7,3,0,2,3,0,0,2,3,3,2,2,0,0,4,5,7,1,0,3,2,3,3,1,1,2,3,3,2,1,4,3,1,4,0,10,60,147,1
17,5,1,3,1,0,0,1,1,4,0,6,0,1,1,1,2,0,10,2,0,1,5,0,2,2,3,0,2,6,0,7,0,0,1,1,3,3,9,1,5,1,2,0,3,1,0,1,4,2,3,2,0,1,1,2,0,5,30,123,1
37,5,5,4,2,6,0,2,4,2,2,1,0,4,3,0,3,2,1,6,5,1,9,6,1,3,5,0,0,5,3,9,1,3,1,3,1,12,5,8,1,2,4,5,6,4,3,6,3,4,1,1,4,3,1,2,1,6,45,143,1
12,3,2,1,5,1,0,1,1,4,0,1,2,3,4,1,2,1,4,1,1,2,0,1,2,0,1,0,0,1,3,1,0,0,0,1,3,1,5,0,0,4,1,5,1,0,0,0,2,2,0,0,0,1,1,3,1,9,39,117,1
81,4,2,5,3,2,6,1,4,5,2,3,2,7,7,4,5,3,1,6,5,2,13,1,2,0,0,2,1,3,2,1,2,3,1,0,2,3,0,0,2,5,10,5,0,1,3,1,3,1,0,0,0,1,2,1,0,6,52,145,1
21,5,0,2,2,3,0,1,6,3,3,4,3,1,7,2,5,1,5,4,0,1,1,1,1,1,1,2,4,4,4,4,4,1,1,1,1,5,3,3,0,1,2,3,2,3,1,3,2,1,0,2,1,0,2,0,2,5,31,129,1
27,1,6,1,5,3,0,1,4,3,1,6,4,2,4,2,7,1,4,4,2,1,6,4,1,3,2,1,5,2,0,3,2,0,3,3,1,2,5,1,1,4,2,1,2,1,1,4,1,0,3,3,2,0,1,1,2,11,67,143,1
16,1,1,5,2,1,9,2,4,3,3,4,2,2,2,1,4,4,2,1,2,2,2,3,3,2,3,0,2,5,2,3,4,3,3,0,6,4,2,3,2,1,5,3,0,0,3,1,5,3,4,0,4,2,2,0,0,7,45,154,1
10,4,1,1,3,1,2,0,4,4,1,3,0,1,1,2,2,2,1,1,0,2,2,1,0,1,0,2,1,2,0,3,1,1,3,0,3,4,0,1,0,3,4,4,2,0,0,1,1,0,3,0,0,1,3,3,1,5,30,123,1
22,4,1,1,3,0,4,4,1,2,4,5,1,1,3,2,1,3,2,2,0,0,2,2,5,4,2,2,1,3,0,8,2,1,1,4,1,0,1,2,3,1,2,0,0,2,1,2,3,3,0,1,3,2,3,3,1,4,51,124,1
45,6,2,0,0,4,2,6,2,1,2,4,1,1,7,2,1,3,2,3,2,4,3,5,7,8,3,1,5,3,4,3,1,2,0,1,1,4,7,1,0,3,2,2,0,3,0,2,2,3,1,1,4,0,1,0,0,5,37,149,1
96,6,2,2,4,3,3,5,1,0,1,8,7,9,1,1,5,5,4,11,2,1,1,2,4,2,5,5,2,0,4,7,8,1,3,2,4,2,4,2,0,1,7,3,1,2,0,4,3,4,2,2,3,2,2,2,2,9,52,120,1
20,5,4,4,2,5,2,1,5,6,4,2,5,8,9,5,7,3,0,12,11,1,3,4,2,1,1,1,1,2,2,5,2,1,1,1,4,4,6,2,1,2,4,12,2,1,3,1,3,3,1,1,0,1,6,2,0,7,42,165,1
12,1,4,0,2,1,0,0,1,1,1,1,3,1,0,2,6,2,5,0,0,1,3,0,3,3,3,1,1,2,0,2,0,1,2,1,5,1,0,1,0,3,0,3,2,1,0,0,1,4,0,0,1,4,0,2,1,6,42,140,1
19,4,0,2,5,3,3,2,3,2,0,3,3,0,0,0,6,3,7,7,2,4,1,0,2,4,5,0,1,1,0,5,4,2,1,1,4,1,5,4,1,0,2,2,1,3,0,1,0,1,5,1,3,3,0,2,1,6,44,149,1
5,2,1,3,4,4,0,1,4,1,0,0,2,2,3,0,0,1,0,7,5,5,3,0,0,0,3,0,0,0,0,1,5,0,2,1,0,0,4,1,1,1,1,2,0,1,1,0,1,0,1,0,1,1,0,2,0,6,30,137,1
15,4,6,0,2,1,0,2,4,1,1,3,3,3,6,2,3,1,4,3,3,1,1,3,1,0,1,3,2,0,0,6,0,0,0,0,2,3,4,1,0,3,2,2,0,1,1,0,1,1,0,0,0,2,2,1,1,7,41,114,1
38,4,4,1,2,1,1,3,2,1,0,7,2,0,0,1,2,1,8,3,0,3,3,0,2,3,3,1,2,3,2,12,5,3,2,4,4,0,2,8,2,0,3,3,0,1,0,2,1,4,3,2,0,1,0,2,0,7,47,156,1
15,4,5,2,3,2,2,1,4,2,0,1,1,3,4,1,4,3,5,4,3,1,3,7,1,0,2,2,2,2,1,5,1,0,1,0,4,7,7,0,2,7,3,3,5,1,2,2,3,2,1,0,2,0,0,6,1,7,33,128,1
25,5,6,1,1,2,0,2,2,3,0,2,1,7,10,2,3,4,7,6,4,1,1,2,2,4,1,3,1,2,3,4,0,0,2,0,4,3,6,5,2,1,4,7,2,1,0,0,2,1,1,1,2,0,1,4,0,8,50,137,1
42,2,4,1,10,4,4,4,3,4,5,4,7,3,7,5,6,5,4,10,5,4,14,5,4,10,3,3,4,1,4,4,12,3,3,3,6,4,7,6,2,0,0,4,1,3,0,5,1,3,1,3,2,2,1,3,2,10,63,135,2
17,2,1,1,6,0,1,2,0,6,1,4,2,4,3,1,5,1,6,3,2,2,1,3,0,1,1,3,2,1,1,7,2,1,1,0,4,1,0,3,0,0,2,4,2,2,0,1,2,1,2,3,3,1,3,1,1,5,41,144,1
36,2,1,2,8,7,0,1,4,2,6,5,2,0,0,2,5,3,7,4,1,0,7,2,2,1,4,1,1,1,1,5,2,0,2,2,5,4,6,1,1,1,3,4,3,0,0,0,0,1,0,1,2,2,1,3,1,6,51,156,1
31,5,0,1,6,1,2,6,1,6,6,4,3,5,6,1,1,1,4,3,2,2,5,0,1,3,3,2,3,6,0,4,10,3,2,0,2,0,0,2,0,1,4,4,0,1,0,0,3,3,5,3,0,3,0,0,0,10,54,163,1
5,2,4,1,4,4,0,0,0,4,2,2,2,2,2,2,1,2,1,1,1,1,2,1,1,0,0,1,0,0,0,3,0,1,3,1,1,0,4,3,1,2,5,2,0,1,0,0,1,1,1,0,0,0,1,3,1,6,31,119,2
12,2,0,2,2,1,2,5,0,6,1,1,2,1,2,1,0,3,5,3,0,1,0,3,1,4,3,3,3,4,1,6,3,0,1,2,2,2,4,0,2,4,2,1,1,0,3,3,0,0,3,0,1,0,2,1,1,3,33,142,1
27,2,5,3,5,3,3,2,3,3,0,3,3,8,4,2,5,1,3,17,4,0,3,4,0,0,4,0,0,5,2,2,0,0,0,4,3,5,7,0,2,3,2,1,3,1,0,2,0,1,0,1,2,1,1,6,2,9,56,162,1
24,2,1,5,0,1,4,3,2,5,3,4,2,1,0,1,4,1,4,3,1,2,4,6,0,7,5,2,3,3,3,3,3,1,3,1,2,1,3,3,3,0,1,0,0,0,2,6,2,2,0,3,2,2,0,1,0,4,42,161,1
6,0,1,3,0,1,0,0,0,2,1,0,0,2,0,0,0,0,4,1,0,0,0,2,3,3,3,0,0,5,2,3,1,0,1,2,2,0,4,2,1,1,1,6,1,1,2,0,3,1,1,1,3,0,0,1,1,3,27,112,2
36,3,6,2,3,2,7,2,6,1,1,4,1,4,0,2,6,2,3,9,2,2,3,2,4,4,3,1,0,1,3,2,3,1,0,2,3,6,16,0,2,5,4,0,5,0,0,1,2,2,0,1,2,1,1,4,0,5,47,172,1
23,1,4,0,5,1,0,1,3,1,1,0,1,2,3,0,7,1,2,4,1,1,4,0,1,3,5,1,0,0,2,1,0,0,1,0,4,7,8,2,1,2,4,21,4,0,1,0,4,2,1,0,2,1,1,1,0,5,36,119,3
78,3,7,1,6,4,2,1,4,4,1,3,3,6,15,1,4,2,3,2,3,0,3,2,3,7,2,1,3,1,0,5,5,0,2,1,1,2,7,3,4,1,1,1,1,0,0,1,1,0,1,0,1,0,2,2,0,3,32,172,1
13,2,1,2,6,3,1,3,3,2,0,2,2,0,3,1,4,1,10,5,0,3,1,3,1,5,3,1,1,1,2,4,2,1,2,0,4,1,1,2,1,1,3,3,0,2,1,1,4,0,1,0,1,1,2,0,2,7,37,135,1
82,7,3,3,5,3,3,1,7,7,2,7,6,4,7,4,11,1,3,6,1,2,5,6,4,4,2,1,2,2,2,1,3,2,0,2,3,5,8,2,3,2,2,3,4,3,2,4,0,1,2,1,2,0,2,3,1,8,48,134,1
41,1,2,2,3,1,5,2,2,2,2,6,2,4,2,3,4,0,6,2,1,0,5,3,2,1,3,1,1,3,2,2,1,2,3,2,3,0,2,2,0,0,3,1,2,2,0,1,4,0,1,2,1,0,1,1,1,7,37,159,1
21,4,2,3,2,6,0,2,2,0,0,2,3,3,0,3,4,5,1,4,5,3,2,1,0,7,2,1,2,3,7,8,2,1,2,0,3,3,3,2,2,5,5,3,1,2,2,1,1,1,0,0,2,2,1,1,0,7,35,118,2
28,7,3,2,3,5,0,5,1,3,2,1,1,3,2,1,6,4,1,6,2,7,5,3,1,2,2,0,2,2,4,9,4,2,5,0,8,3,3,2,4,5,3,2,7,3,1,5,2,2,5,2,3,3,0,4,2,5,48,137,1
25,6,3,0,1,1,1,4,2,4,1,2,2,1,3,0,1,1,2,2,0,0,4,2,5,3,2,0,3,1,5,4,0,0,0,2,2,3,12,3,0,2,0,1,2,0,1,2,1,4,0,3,3,2,0,0,0,10,52,153,1
15,1,4,1,5,1,0,3,1,8,1,2,3,4,5,2,3,3,2,4,3,0,5,3,2,2,4,2,1,0,2,1,0,0,0,1,4,2,8,0,0,5,5,2,0,0,1,2,1,2,0,1,1,1,2,2,0,5,32,117,2
14,3,3,2,2,2,1,4,1,5,3,1,1,2,1,0,3,2,2,6,2,2,0,2,0,3,2,3,2,4,3,5,2,0,4,3,1,1,7,3,0,2,3,2,3,0,0,1,1,0,3,1,0,0,0,0,0,10,49,146,1
32,5,4,1,5,5,2,6,4,5,7,6,3,9,10,4,5,2,6,7,2,2,3,2,3,11,2,3,0,0,1,6,6,3,2,2,4,3,12,6,0,3,1,8,4,1,1,3,3,0,0,1,0,1,2,0,1,4,36,137,2
63,3,3,5,4,6,10,0,3,1,8,5,3,0,3,4,6,1,2,4,2,3,5,5,0,8,3,2,2,3,4,3,4,6,3,1,2,11,6,1,1,4,1,2,2,2,1,3,3,1,2,3,3,2,1,1,0,8,56,144,2
39,0,2,2,4,7,1,7,4,2,2,1,3,2,3,0,2,1,2,1,0,4,3,3,1,4,5,4,2,5,5,3,1,1,4,1,4,4,3,3,0,0,5,3,4,1,2,6,2,2,7,2,2,1,1,1,0,12,59,134,1
42,3,2,2,4,3,3,3,5,1,2,8,7,4,3,2,3,5,4,4,4,2,4,2,4,6,6,1,1,2,5,5,5,3,0,3,1,2,4,2,0,0,6,1,1,2,1,1,1,0,2,4,4,0,0,1,1,6,53,139,1
119,7,6,2,10,5,6,2,2,4,5,4,4,7,6,5,2,4,6,9,5,2,6,5,5,2,2,0,3,0,10,6,7,3,2,0,4,4,7,5,4,6,7,6,3,1,1,2,3,3,2,1,1,0,2,2,1,8,53,124,2
18,4,4,5,3,1,2,5,5,2,2,1,0,2,2,4,4,3,6,7,1,2,3,2,3,2,1,3,1,4,3,3,1,2,2,2,6,4,7,1,2,3,2,1,1,5,0,3,3,0,3,2,3,0,1,2,1,6,37,154,1
51,5,4,4,6,9,1,2,5,7,2,9,4,3,1,1,3,0,9,6,1,1,3,0,1,5,6,1,2,0,2,8,2,0,1,5,0,3,7,2,1,4,1,0,2,0,1,1,0,0,0,0,0,3,2,3,1,5,46,139,1
41,1,3,0,0,2,1,2,2,4,0,0,5,5,4,2,5,2,4,7,4,2,7,3,2,2,2,0,3,2,4,4,1,0,3,0,6,4,4,4,2,5,3,4,3,4,0,2,3,1,1,0,3,2,0,1,1,6,36,123,1
44,3,4,5,4,5,8,6,5,8,3,12,3,4,6,4,7,2,7,3,3,1,5,5,2,1,1,4,1,0,4,4,2,2,2,0,2,4,4,1,1,6,2,8,1,3,1,3,1,0,0,1,1,1,2,7,4,12,59,101,2
19,2,1,1,3,3,0,2,10,3,3,1,0,3,4,0,3,2,5,4,2,1,0,1,0,1,1,0,4,3,2,2,0,0,1,0,1,1,1,3,1,1,5,0,1,1,0,0,1,2,2,1,2,1,0,1,1,8,35,146,1
28,3,4,1,7,3,8,1,2,1,7,5,4,4,1,2,5,3,3,7,1,0,0,2,1,3,4,4,1,2,2,6,4,1,3,4,3,3,3,2,4,2,4,1,4,3,1,1,3,1,1,2,1,2,0,2,0,3,41,152,1
35,5,3,2,4,3,3,4,3,1,4,2,3,7,4,0,5,3,8,13,1,5,3,4,10,5,4,2,3,8,2,5,7,3,6,2,1,3,6,4,1,4,0,0,1,1,1,1,0,4,1,3,2,1,5,1,0,7,60,134,1
35,3,4,3,1,2,7,1,3,0,0,5,4,1,1,0,3,2,9,8,0,2,4,2,2,4,6,2,1,5,3,5,8,1,3,2,7,3,2,0,0,1,0,4,1,3,1,0,1,1,3,3,2,3,1,0,1,8,51,157,1
66,5,3,4,3,3,2,4,2,5,3,6,4,0,3,3,3,1,4,6,2,2,4,2,5,6,3,0,2,2,5,5,2,1,2,0,2,6,7,6,2,1,1,5,2,1,1,2,0,2,1,1,2,1,0,2,2,7,45,137,1
17,4,2,0,5,5,0,5,4,0,2,1,0,10,0,0,1,0,4,3,2,0,2,5,0,2,1,0,2,1,3,7,1,0,0,1,2,4,7,2,1,1,0,0,1,1,1,3,1,4,1,1,2,0,1,1,1,10,60,143,1
107,8,1,6,6,6,14,7,4,0,10,7,2,5,2,0,1,5,5,3,1,3,9,2,3,2,1,2,4,8,0,6,13,9,0,1,4,2,1,3,1,0,3,5,1,0,1,6,0,0,3,4,1,1,1,1,1,12,66,136,1
46,3,9,2,4,1,1,2,4,2,1,4,1,11,5,1,4,2,1,25,2,3,1,1,1,4,2,0,0,0,3,1,0,1,0,0,2,7,13,0,2,5,2,0,2,0,0,0,0,0,0,0,1,1,1,3,0,8,39,138,1
13,1,4,3,1,4,3,2,3,0,0,2,2,0,2,0,2,0,3,12,2,2,4,5,2,0,4,0,1,0,0,6,0,1,5,3,4,3,7,7,3,5,4,5,5,0,0,2,7,2,1,3,0,1,1,2,1,7,48,114,1
33,2,5,1,4,0,3,3,3,4,0,5,0,3,13,2,7,3,3,4,3,2,4,1,2,1,3,1,0,1,2,1,2,0,2,1,2,7,4,1,1,0,5,6,5,1,0,2,1,0,1,2,0,1,2,4,2,7,43,133,1
