@relation weka-cell-lbp

@attribute 0 numeric
@attribute ' 1' numeric
@attribute ' 2' numeric
@attribute ' 3' numeric
@attribute ' 4' numeric
@attribute ' 5' numeric
@attribute ' 6' numeric
@attribute ' 7' numeric
@attribute ' 8' numeric
@attribute ' 9' numeric
@attribute ' 10' numeric
@attribute ' 11' numeric
@attribute ' 12' numeric
@attribute ' 13' numeric
@attribute ' 14' numeric
@attribute ' 15' numeric
@attribute ' 16' numeric
@attribute ' 17' numeric
@attribute ' 18' numeric
@attribute ' 19' numeric
@attribute ' 20' numeric
@attribute ' 21' numeric
@attribute ' 22' numeric
@attribute ' 23' numeric
@attribute ' 24' numeric
@attribute ' 25' numeric
@attribute ' 26' numeric
@attribute ' 27' numeric
@attribute ' 28' numeric
@attribute ' 29' numeric
@attribute ' 30' numeric
@attribute ' 31' numeric
@attribute ' 32' numeric
@attribute ' 33' numeric
@attribute ' 34' numeric
@attribute ' 35' numeric
@attribute ' 36' numeric
@attribute ' 37' numeric
@attribute ' 38' numeric
@attribute ' 39' numeric
@attribute ' 40' numeric
@attribute ' 41' numeric
@attribute ' 42' numeric
@attribute ' 43' numeric
@attribute ' 44' numeric
@attribute ' 45' numeric
@attribute ' 46' numeric
@attribute ' 47' numeric
@attribute ' 48' numeric
@attribute ' 49' numeric
@attribute ' 50' numeric
@attribute ' 51' numeric
@attribute ' 52' numeric
@attribute ' 53' numeric
@attribute ' 54' numeric
@attribute ' 55' numeric
@attribute ' 56' numeric
@attribute ' 57' numeric
@attribute ' 58' numeric
@attribute ' 59' numeric
@attribute ' class' {0,1,2,3}

@data
35,7,0,2,6,5,2,5,5,0,2,5,4,2,1,0,1,1,8,6,1,2,0,2,6,8,3,3,2,2,2,7,7,4,2,0,2,2,6,3,1,1,0,1,3,0,1,0,0,0,1,3,1,0,2,1,0,5,27,191,0
44,4,5,3,7,1,3,1,5,10,3,6,3,1,10,5,5,3,5,6,2,0,2,1,4,7,4,0,2,4,7,8,2,0,1,0,4,4,4,4,2,5,7,2,4,5,1,2,4,0,0,3,3,1,0,2,1,6,34,170,1
20,0,2,2,2,2,0,2,0,9,1,1,0,1,3,3,0,0,1,1,2,0,6,3,1,0,1,1,2,2,3,0,2,0,2,1,3,1,1,3,2,0,6,7,4,2,1,0,6,0,1,1,1,1,0,3,1,4,44,109,0
16,3,2,5,2,0,8,2,1,0,3,2,3,2,1,0,0,3,3,1,1,2,1,0,0,2,1,1,0,1,1,3,8,3,2,5,1,0,4,3,2,2,0,0,0,1,0,1,0,0,2,0,0,2,1,0,0,2,34,127,0
31,1,3,2,3,3,3,4,7,5,5,8,0,4,4,4,3,7,4,2,1,4,0,1,8,6,2,5,3,3,3,2,5,3,2,1,2,2,0,1,0,3,5,2,2,3,0,3,1,1,2,4,2,0,2,1,1,7,44,172,0
66,4,9,7,2,1,6,1,4,4,5,4,4,4,5,3,6,6,1,5,3,0,7,3,7,3,3,0,4,3,5,5,5,2,4,1,2,6,5,1,5,1,5,6,3,1,1,3,1,0,4,0,2,1,2,1,1,6,47,181,1
12,2,2,2,3,0,0,0,0,6,1,3,2,0,2,2,1,1,0,0,0,0,6,0,3,1,0,0,1,1,4,0,0,0,0,1,3,0,1,1,0,1,11,4,4,0,1,2,6,1,0,2,1,1,1,0,1,6,29,132,0
121,3,3,3,3,3,0,1,0,3,5,5,1,9,5,1,4,5,3,6,2,2,8,4,5,4,4,1,2,3,2,4,2,3,3,2,4,5,6,2,0,0,7,3,2,0,2,6,3,3,1,3,2,2,0,4,0,5,62,166,3
57,9,2,6,0,3,7,4,5,4,2,4,3,5,5,6,3,0,9,4,2,5,3,3,0,2,3,0,3,3,3,5,3,2,3,0,4,8,3,4,1,2,0,6,1,1,0,0,1,2,0,1,3,1,1,2,2,6,43,180,3
12,3,4,3,2,3,1,2,5,2,2,2,1,5,5,0,2,2,9,8,3,1,3,3,8,6,4,1,1,1,3,8,2,3,4,2,4,2,6,4,1,2,3,2,1,1,0,3,0,2,2,1,1,1,0,0,1,7,54,171,0
12,0,3,3,0,1,1,2,3,4,2,1,0,13,8,1,2,1,3,5,3,3,4,0,2,5,0,0,0,1,5,2,2,2,2,0,1,6,5,1,2,0,7,7,5,1,0,1,3,0,0,2,0,1,0,1,1,4,26,221,0
47,4,2,2,9,4,6,2,4,7,6,3,4,4,7,2,1,3,5,2,1,1,3,3,7,4,1,1,0,3,4,3,5,1,1,3,1,1,1,5,0,2,7,3,1,2,0,6,4,1,0,2,2,2,1,4,2,4,39,187,0
45,2,3,3,6,1,3,5,1,8,12,6,3,1,3,4,3,6,5,1,2,1,1,1,5,9,6,3,4,5,1,2,2,1,0,2,3,2,2,2,1,3,5,3,3,2,1,4,3,1,3,2,1,0,3,2,2,12,63,164,1
7,2,1,4,0,0,0,2,0,2,0,0,2,3,6,2,2,0,2,5,3,1,2,1,2,1,2,1,0,3,0,0,1,1,0,1,0,0,1,2,0,1,0,0,1,0,1,0,0,1,0,0,2,0,2,3,0,4,28,153,1
111,8,3,2,6,4,6,2,5,7,10,4,4,3,4,4,0,3,7,6,1,2,9,4,5,2,3,2,5,4,4,6,6,2,1,2,3,4,5,4,1,3,4,7,3,1,0,2,1,0,1,2,2,1,3,3,3,9,59,180,0
20,1,4,3,4,4,1,3,5,4,8,3,4,2,3,1,5,6,5,1,1,2,2,2,4,2,2,0,2,1,4,4,1,2,3,1,2,1,1,1,1,2,5,1,1,4,0,7,4,1,1,1,1,1,4,1,1,7,42,182,0
18,1,2,2,1,2,5,6,1,1,4,1,2,9,1,0,2,2,3,0,1,1,4,6,2,5,2,0,1,2,1,3,3,0,1,1,5,6,1,0,3,2,2,3,2,0,0,1,1,2,2,4,2,0,0,0,0,7,41,178,0
48,3,4,2,8,2,1,0,3,5,0,2,4,3,6,0,5,5,4,4,3,1,4,4,5,1,10,1,1,1,2,5,6,2,2,2,0,2,8,7,2,3,2,1,1,0,0,5,1,4,1,3,2,0,3,0,2,6,43,148,0
22,1,2,1,2,2,7,3,2,3,3,0,3,0,1,2,0,2,4,1,1,0,3,1,11,2,4,1,3,5,2,2,6,0,3,1,4,1,0,2,1,2,3,1,3,0,0,7,3,0,3,2,1,1,0,0,0,6,36,162,0
46,6,1,2,4,2,5,1,2,6,4,4,2,8,4,4,2,2,2,1,2,1,9,1,3,0,0,0,3,2,2,0,3,2,1,0,3,2,3,1,0,0,9,5,2,0,2,2,2,1,1,0,2,0,2,1,2,5,39,173,0
23,0,2,4,5,0,2,1,4,7,7,6,4,1,3,3,5,1,3,4,4,0,1,2,4,1,3,1,0,3,3,1,2,4,0,2,0,2,3,0,1,2,4,3,0,1,0,5,0,0,3,2,1,1,3,1,2,7,47,158,0
21,2,3,4,1,3,2,4,2,6,1,3,3,4,4,3,2,0,4,6,4,1,1,2,4,2,4,1,0,2,7,2,3,2,0,0,4,2,8,1,1,1,2,2,3,2,0,3,2,0,2,1,2,2,5,4,1,4,27,160,0
58,7,2,5,3,3,5,3,2,4,1,4,2,2,2,2,0,1,6,3,2,1,3,1,5,1,2,0,0,2,2,4,3,1,0,2,4,5,7,0,4,2,1,8,2,3,1,1,2,0,0,1,0,1,1,0,1,0,22,202,0
51,2,4,2,2,2,6,6,2,7,11,4,4,5,1,2,1,4,1,3,1,1,6,3,4,5,1,1,3,7,2,1,3,2,0,1,5,4,1,3,1,0,7,5,2,3,0,12,5,1,2,1,1,1,2,0,3,7,43,155,1
22,2,0,3,1,1,1,2,0,2,2,4,4,4,8,0,3,2,6,16,2,1,1,4,1,1,6,1,0,1,2,1,1,0,2,0,0,3,3,7,2,0,3,3,3,1,1,1,6,0,0,3,1,1,0,2,0,6,23,197,0
14,0,3,0,2,2,0,0,2,2,0,5,3,7,2,1,4,2,4,6,7,2,1,3,0,1,1,1,1,2,1,1,0,1,1,1,3,5,8,1,0,2,4,8,3,0,0,0,2,3,1,0,2,1,1,3,1,6,39,160,0
40,5,2,0,5,5,5,5,4,3,2,1,3,6,7,0,2,2,2,2,0,0,0,0,2,1,0,1,2,2,2,3,5,3,3,0,0,4,7,3,1,3,2,1,0,2,1,4,2,1,1,2,0,0,1,1,2,6,41,185,0
45,3,0,2,1,1,0,2,0,1,5,5,6,2,3,2,2,3,5,4,2,1,1,2,1,7,5,1,3,6,3,4,4,1,0,0,0,3,3,1,2,3,0,1,2,1,0,5,2,2,2,2,0,0,0,0,1,4,28,130,3
21,0,3,3,1,1,2,2,3,4,0,3,2,3,6,1,1,2,3,5,2,2,2,3,4,0,7,1,2,3,0,3,1,0,1,0,4,2,5,2,2,1,3,4,3,1,0,6,0,1,3,2,3,2,0,4,1,9,40,156,0
19,1,3,1,2,0,0,0,3,1,0,4,4,6,4,2,1,0,0,3,5,2,8,4,6,3,0,1,1,4,0,3,0,1,0,1,3,2,0,2,1,2,2,5,0,2,1,4,1,3,0,2,2,1,1,0,0,2,27,171,0
9,1,2,1,2,1,1,3,1,3,3,0,6,2,1,7,0,4,4,2,3,1,1,2,3,3,3,1,2,1,3,2,3,2,1,1,2,0,1,4,2,1,4,1,3,1,2,5,6,4,2,2,0,0,4,0,0,7,34,151,0
18,0,2,3,1,2,3,3,1,4,3,4,2,7,4,1,1,2,5,7,1,1,1,1,4,2,6,2,2,1,1,3,0,0,0,0,1,2,2,1,1,1,4,2,3,0,0,4,3,1,0,3,2,1,2,2,0,5,24,165,0
4,2,0,0,0,0,1,3,1,1,0,2,1,1,0,1,1,3,2,2,0,1,1,3,0,3,3,0,1,0,0,0,0,1,0,0,2,0,1,1,0,0,1,1,1,1,0,3,3,0,0,0,1,1,1,2,0,2,18,126,3
18,1,4,2,0,1,6,5,3,6,10,0,0,1,2,7,1,0,5,3,3,1,1,0,3,7,3,1,4,5,2,0,4,3,2,0,3,7,0,3,0,2,0,6,1,1,1,2,1,0,3,1,0,0,3,0,1,7,39,152,0
28,1,3,3,3,7,1,3,3,1,3,0,1,2,2,2,4,1,2,1,1,4,1,2,2,3,3,0,0,1,3,4,4,2,3,1,3,3,2,4,2,2,1,1,2,1,1,0,1,0,1,1,0,0,1,0,0,10,41,161,0
24,6,0,1,5,5,3,5,0,4,4,2,2,2,1,1,1,3,4,2,1,3,2,3,2,4,5,0,1,3,7,6,4,3,2,1,1,2,7,4,0,6,1,0,2,0,1,0,1,2,1,3,1,2,0,1,1,6,32,147,0
34,5,1,4,2,3,1,2,1,5,0,1,2,7,5,1,3,6,2,1,1,1,1,1,2,1,2,3,3,3,3,7,1,1,1,1,2,3,4,5,2,1,3,8,4,2,2,4,4,0,3,2,1,0,1,1,1,7,32,136,0
50,3,4,1,5,1,2,1,3,6,2,3,4,10,7,2,6,1,5,5,1,1,5,2,3,0,1,1,2,0,4,5,2,2,0,2,2,8,3,0,2,1,3,2,1,1,0,0,1,1,1,3,0,1,1,1,2,8,53,138,2
32,7,3,4,3,3,3,7,3,6,4,4,2,2,5,3,2,3,2,2,3,0,2,2,1,2,4,2,0,9,3,4,7,1,0,0,3,1,2,2,4,1,7,3,3,2,1,10,5,1,5,2,1,0,1,2,2,13,62,165,0
101,5,2,2,11,7,5,4,6,12,8,3,4,3,5,2,5,4,4,1,2,3,3,1,1,3,3,3,4,1,4,7,1,0,3,2,3,6,6,0,1,2,4,3,3,3,1,6,5,1,2,3,0,1,2,3,3,8,50,170,0
11,1,2,5,1,2,1,2,3,1,2,3,2,0,1,1,3,1,5,3,1,0,2,2,0,6,3,0,3,2,2,4,2,2,0,1,2,2,0,2,4,2,3,13,1,3,1,0,3,0,2,0,3,1,1,2,0,5,24,146,1
85,5,5,1,1,2,9,3,2,6,4,3,5,7,8,4,5,1,1,0,2,4,7,4,5,0,2,3,3,8,4,4,7,3,1,2,1,2,0,0,4,2,7,8,0,4,2,4,4,0,1,3,0,1,2,1,3,9,66,146,0
43,3,2,3,2,6,4,3,2,4,6,7,1,1,2,6,1,5,7,1,1,0,3,2,5,3,0,3,0,1,5,3,4,3,0,0,2,8,2,2,6,1,5,3,3,1,2,1,2,1,2,0,2,2,2,1,0,4,40,158,0
35,5,8,6,5,0,2,2,2,5,2,4,3,3,1,4,4,3,2,6,4,2,4,4,8,0,2,4,2,4,2,2,4,2,3,1,5,2,4,2,0,2,2,6,2,0,3,6,2,1,4,1,2,3,4,5,3,9,67,190,0
167,4,0,2,3,3,8,6,3,5,7,4,3,10,7,2,0,2,3,0,0,1,11,3,9,4,2,1,6,6,1,3,8,3,1,0,2,2,2,1,2,0,8,4,0,1,0,7,1,0,2,3,1,1,1,0,1,5,38,153,0
60,5,5,4,2,5,12,2,7,1,4,7,2,2,1,1,3,4,11,5,2,3,8,4,7,13,6,2,5,6,4,10,13,4,3,2,4,2,9,5,4,3,3,2,6,1,1,3,3,2,1,4,3,2,2,3,0,7,52,151,0
107,4,1,6,1,1,7,2,5,3,4,3,3,13,2,2,11,4,4,2,3,3,7,6,7,3,2,4,2,5,3,2,5,2,2,1,6,0,2,1,1,3,4,3,0,2,2,7,3,0,3,1,3,0,0,1,0,10,48,140,2
16,1,3,2,0,3,7,3,2,2,3,1,1,2,0,1,3,0,3,0,1,2,0,4,2,10,2,1,6,5,6,6,5,1,4,0,3,5,1,1,3,0,4,2,1,3,0,1,2,1,4,2,4,0,0,0,2,7,41,153,0
22,4,7,1,4,1,1,2,2,3,0,2,1,6,5,0,7,3,3,2,3,1,5,1,0,1,0,3,0,0,2,4,3,0,3,0,3,3,8,4,0,6,5,11,5,0,1,0,2,0,1,0,2,0,1,4,0,8,42,160,0
72,3,1,5,6,1,0,2,2,8,12,7,3,5,7,2,7,0,0,0,1,1,6,2,0,1,3,0,4,3,2,3,3,1,0,0,2,3,0,2,1,0,12,6,0,1,1,8,5,1,0,0,0,0,3,0,1,6,45,137,0
20,4,1,2,4,2,0,3,1,2,4,2,4,0,3,1,5,1,3,0,0,0,3,3,0,3,2,1,2,2,2,5,1,2,1,2,1,1,1,2,0,1,6,1,0,0,2,2,2,0,1,1,1,1,0,0,0,10,44,125,2
26,3,2,2,4,3,1,1,5,3,1,4,1,2,3,2,2,6,7,2,2,2,7,8,3,5,5,3,2,3,1,7,4,2,2,3,6,2,2,4,0,0,3,1,0,0,0,8,3,0,3,3,2,0,2,1,2,5,38,161,1
22,3,1,6,2,3,6,2,1,4,7,3,4,1,2,0,3,2,2,1,1,1,3,2,1,0,0,1,3,1,4,6,6,0,1,0,3,0,3,4,2,1,6,0,1,0,3,6,3,2,2,1,1,0,1,2,2,6,42,150,0
17,3,5,1,3,3,7,4,4,4,3,2,1,2,4,4,0,3,0,0,0,0,1,2,2,2,1,2,1,4,3,1,1,2,2,2,0,2,1,1,3,1,5,2,0,2,3,6,2,0,3,3,2,0,0,0,1,8,46,155,1
33,1,5,3,5,9,2,2,5,4,11,0,1,3,6,5,2,1,0,3,2,6,1,2,2,0,2,1,4,3,1,3,1,3,4,0,3,1,2,5,2,3,6,6,3,0,1,10,5,1,2,1,2,0,1,1,2,8,39,153,2
8,0,0,3,2,1,2,5,1,0,3,2,0,1,0,0,1,1,3,1,0,1,4,3,1,2,0,0,2,2,3,4,0,2,0,1,1,2,1,1,4,2,1,3,1,1,1,4,0,2,4,2,0,1,0,0,1,5,30,150,0
174,12,3,10,7,10,5,11,5,9,10,5,6,7,4,3,2,1,11,0,2,2,4,6,9,5,1,4,7,15,8,8,12,5,2,2,4,8,7,6,5,4,7,5,1,10,1,19,1,1,8,0,2,1,2,2,4,12,91,150,0
53,8,3,5,2,1,0,5,6,3,2,3,3,3,13,2,5,4,3,3,3,3,5,2,0,2,1,1,2,0,3,6,2,0,3,1,4,3,6,5,1,6,2,12,0,1,4,2,1,1,1,3,0,0,2,0,1,9,64,164,0
54,3,1,1,0,4,2,4,2,4,4,7,1,5,1,1,0,2,10,1,1,3,4,7,3,5,0,0,5,4,1,6,5,1,1,2,2,5,1,3,1,1,8,1,0,0,1,6,3,6,4,3,0,1,1,1,2,8,59,139,0
60,0,0,1,8,3,6,11,0,6,13,3,3,0,1,2,0,5,3,1,2,0,3,4,11,3,3,2,2,5,3,2,10,4,0,1,0,2,1,3,1,0,4,1,2,3,1,13,1,3,4,3,2,1,0,0,2,9,48,133,0
86,0,1,1,1,1,8,6,4,1,6,3,4,6,7,0,3,3,3,10,3,1,9,6,6,5,6,1,1,1,2,6,15,4,0,2,5,4,2,4,0,0,6,2,4,1,0,14,3,2,6,5,3,5,2,0,0,4,42,164,0
159,3,1,5,7,6,23,8,1,5,15,5,4,6,1,1,4,5,3,1,1,1,5,4,20,13,6,1,4,9,4,6,5,11,1,1,4,2,3,2,0,1,9,1,1,4,2,25,7,1,7,12,1,3,2,1,0,9,58,157,0
22,2,2,1,2,5,6,9,3,7,10,5,4,1,1,4,1,5,5,0,0,2,3,2,2,7,3,2,7,10,1,0,5,1,1,2,2,0,0,0,2,0,0,1,0,3,4,7,2,0,3,2,2,1,2,1,2,9,54,157,1
50,5,4,6,4,5,4,2,7,9,0,7,3,5,14,4,7,3,4,2,2,1,5,3,10,5,2,3,8,4,2,3,2,3,2,1,0,1,5,3,3,3,8,7,3,1,1,6,5,1,4,5,1,0,2,3,3,14,81,150,0
213,11,3,7,11,2,12,8,3,8,17,7,5,5,4,3,3,3,3,2,3,1,16,9,12,12,3,2,5,9,3,3,7,2,0,0,4,7,2,5,4,2,13,10,4,4,0,26,6,4,4,5,6,1,2,3,2,10,80,159,0
80,5,2,3,2,1,6,3,1,4,1,5,3,1,3,1,1,2,5,1,2,0,7,2,3,8,3,4,3,1,1,6,2,0,0,0,3,0,2,0,0,0,4,0,0,0,1,7,0,0,1,2,1,1,2,1,0,6,39,163,0
22,2,2,3,4,2,8,2,3,5,3,1,1,2,2,7,2,1,5,1,2,2,1,1,4,5,2,1,3,4,3,7,10,3,2,0,4,1,0,4,2,0,5,2,1,0,0,8,1,0,3,4,1,2,0,3,3,7,45,167,1
53,2,1,1,5,5,5,5,4,3,7,6,2,0,0,1,1,3,5,5,1,1,2,3,9,5,3,0,2,7,1,6,7,2,2,1,4,2,1,1,0,0,3,2,2,0,3,9,0,2,4,1,1,0,0,1,1,5,44,156,0
29,3,0,2,2,1,1,2,6,12,10,11,5,2,2,10,2,6,5,2,2,2,5,3,2,3,3,1,3,7,1,1,2,1,1,1,0,1,2,2,2,1,8,2,3,0,4,10,5,1,4,1,3,0,3,0,4,7,59,143,0
92,3,5,2,6,3,11,7,1,3,4,8,2,4,3,3,2,2,6,6,0,1,5,1,11,8,5,1,2,8,2,4,7,1,2,0,1,7,4,2,0,6,4,3,3,3,0,2,3,0,2,4,1,2,1,0,0,8,53,160,0
14,2,3,4,2,3,1,0,4,3,4,0,2,3,2,2,4,1,2,4,0,0,1,1,1,0,3,1,3,5,3,1,4,3,2,3,2,0,2,2,2,2,4,4,2,2,1,1,3,0,3,3,0,2,2,1,0,9,42,163,2
57,3,2,4,4,3,1,3,6,6,2,0,2,11,14,3,3,4,2,2,4,2,5,2,5,0,3,1,1,3,4,1,1,0,0,1,1,2,2,1,1,1,12,4,3,0,2,6,0,2,0,0,2,0,1,2,1,7,37,162,0
68,5,4,1,7,3,8,9,1,6,8,5,3,5,3,6,2,3,6,4,2,2,7,6,5,6,3,6,2,11,0,6,2,4,2,2,3,0,2,1,1,1,8,3,2,2,2,16,3,1,7,4,4,2,4,1,2,9,73,175,0
19,1,0,1,4,5,5,4,2,3,4,1,1,3,0,0,0,2,2,1,0,1,2,1,3,9,1,1,4,6,1,3,14,1,2,0,0,0,0,0,1,2,2,0,0,1,1,1,3,1,3,4,1,0,1,1,0,5,31,133,0
13,0,2,2,1,1,6,3,5,4,10,0,3,1,0,3,2,2,3,3,0,1,3,1,6,3,2,0,5,5,8,7,8,3,2,1,4,7,1,1,3,1,6,1,1,4,0,12,1,2,4,5,1,1,0,1,1,9,39,158,0
21,4,2,3,1,3,4,7,3,5,3,4,2,4,4,6,3,2,3,2,3,0,5,5,0,0,2,3,4,1,4,5,4,3,2,3,3,1,1,5,2,1,6,2,1,2,0,8,3,2,3,3,1,2,1,0,1,8,52,140,0
103,10,1,6,4,6,3,3,2,5,3,4,6,5,7,0,1,8,7,2,3,2,8,5,10,27,4,0,0,3,1,5,6,0,3,3,3,1,6,0,0,5,6,1,0,1,2,6,6,2,0,5,3,1,2,0,2,5,51,175,0
16,2,3,3,2,3,2,2,2,3,1,1,1,2,5,0,7,1,3,5,1,2,3,3,0,0,4,2,2,5,6,1,2,0,1,1,5,3,1,5,1,4,7,4,4,1,2,4,4,10,0,1,3,0,3,2,0,8,39,132,0
41,2,2,5,4,7,5,3,8,3,4,6,6,4,5,2,4,5,4,5,3,2,5,3,3,5,4,2,0,2,4,4,5,3,2,1,3,2,4,4,3,4,7,1,1,5,3,6,6,3,1,1,3,1,3,2,0,7,51,149,0
48,4,6,3,4,4,0,2,3,3,4,6,5,5,2,2,5,1,3,3,1,2,9,4,2,3,1,0,8,2,4,3,0,1,5,0,0,4,7,2,4,2,9,3,3,1,0,6,2,1,3,0,2,0,4,2,2,9,56,152,0
42,7,5,1,3,2,1,1,2,2,4,4,3,5,5,3,4,5,3,9,1,2,0,1,0,2,3,1,0,0,4,8,0,0,2,0,2,11,16,0,1,2,2,6,5,2,2,0,1,5,1,0,4,2,0,2,0,4,31,167,0
15,2,5,3,0,2,1,1,2,4,7,1,5,2,3,1,2,2,3,0,1,0,1,2,1,3,1,3,3,4,4,4,2,1,0,0,2,3,4,2,2,7,1,1,1,1,2,2,3,1,0,0,0,1,1,0,0,10,41,148,0
86,4,2,2,10,4,2,3,4,7,12,2,6,2,3,6,5,3,1,1,2,1,4,1,2,0,0,0,2,1,2,3,4,0,1,2,6,6,5,1,1,0,5,3,0,1,2,0,1,1,1,0,0,1,1,1,4,5,50,164,0
61,3,6,5,3,1,7,4,3,9,10,4,6,6,14,6,2,4,2,2,1,1,7,2,1,2,0,3,5,3,5,2,4,1,1,0,5,2,3,1,3,0,8,7,1,4,1,6,3,0,5,2,1,2,1,2,1,10,66,147,0
18,2,5,2,4,2,2,1,3,7,1,2,4,3,7,4,10,1,6,3,2,3,2,2,2,0,3,3,2,1,5,2,2,1,1,0,1,5,3,0,0,4,4,12,5,0,0,3,3,0,1,0,1,0,4,1,2,9,48,158,0
16,2,0,1,6,6,5,6,0,3,5,1,0,1,1,1,0,0,2,1,1,0,2,4,10,11,1,0,1,3,2,4,9,1,1,1,4,1,2,0,2,1,3,0,3,3,0,5,6,1,2,6,2,1,3,0,0,7,32,162,0
23,3,3,4,2,3,3,4,9,3,5,1,3,7,6,2,6,0,3,4,2,3,1,1,3,1,2,1,0,1,4,2,7,1,1,2,4,7,1,2,1,2,5,1,3,2,0,3,1,1,3,2,3,2,1,2,0,9,44,172,0
23,5,2,2,9,3,1,0,2,4,3,2,4,8,11,2,3,1,3,5,1,1,2,3,1,0,0,1,0,2,2,5,2,0,1,1,2,5,4,1,1,1,2,13,4,0,0,0,1,2,0,0,1,0,2,1,2,5,33,198,0
49,0,5,3,0,3,0,2,1,1,1,2,4,2,5,2,3,3,1,5,4,2,7,1,1,1,3,1,0,2,2,2,0,0,3,0,1,8,6,3,2,2,6,5,2,1,0,0,3,1,0,1,3,1,2,3,1,4,34,167,0
8,3,1,2,1,4,3,3,1,3,5,2,0,12,12,3,0,3,3,2,1,2,1,1,2,5,1,3,2,5,2,3,4,1,1,2,2,2,3,0,2,1,4,3,2,2,3,6,3,2,3,1,1,0,1,0,0,5,37,142,0
42,1,5,3,5,4,1,4,7,5,1,2,5,1,8,5,5,2,4,5,2,2,7,2,0,6,1,4,3,1,2,2,8,2,4,5,8,8,1,4,4,2,3,6,0,3,0,3,2,2,4,0,0,1,2,1,2,8,59,154,0
75,8,2,3,8,6,3,2,3,11,4,2,1,5,6,1,1,4,2,4,3,3,5,6,1,1,2,0,1,6,4,9,5,1,1,2,3,2,2,2,1,0,7,3,1,4,3,6,5,1,6,0,1,4,2,1,2,7,60,166,0
111,6,5,4,7,6,2,5,5,10,7,6,7,1,10,10,6,3,5,2,3,3,2,6,7,6,3,6,2,5,6,4,7,2,3,3,4,7,9,7,3,3,7,5,4,1,1,9,6,3,1,1,1,2,2,3,1,12,63,152,0
72,7,5,5,7,3,4,1,3,10,5,3,4,3,3,3,3,8,6,1,2,0,4,5,5,12,2,1,1,6,6,1,2,0,3,0,0,6,4,2,3,1,6,1,1,6,3,2,3,2,2,5,3,1,3,3,0,8,49,159,0
62,1,0,2,10,7,1,3,3,10,6,2,5,3,2,6,5,2,0,1,1,4,6,3,2,3,0,6,2,1,2,2,2,2,1,4,2,1,0,3,2,1,10,2,1,3,0,3,4,1,1,2,3,0,1,2,0,6,46,134,0
91,8,0,5,3,3,1,3,4,5,7,9,5,2,5,4,3,3,6,1,3,0,8,5,1,1,2,2,6,8,1,3,5,1,1,0,3,0,0,2,2,1,11,1,1,1,2,15,4,2,5,1,2,1,3,2,3,11,72,163,0
19,3,6,1,5,1,2,0,2,7,3,2,4,3,3,1,3,2,3,1,3,2,1,1,3,4,1,2,0,1,2,6,3,2,0,2,5,9,4,1,0,4,4,6,3,1,3,5,1,1,2,1,3,1,1,0,0,6,45,181,0
35,6,5,3,4,5,0,2,2,1,6,6,4,1,4,2,8,4,5,6,1,1,5,2,1,3,5,2,1,4,4,8,4,1,1,2,2,2,3,6,1,3,8,0,1,0,1,3,1,1,1,1,1,2,2,1,1,11,50,147,0
103,3,4,3,7,1,6,3,3,6,2,3,4,2,2,3,3,3,2,4,2,0,6,2,3,0,2,1,1,4,3,4,4,0,1,2,5,2,1,1,1,1,5,3,1,2,1,5,1,2,3,2,0,1,2,0,0,1,24,189,0
70,9,0,3,4,1,3,6,0,6,6,4,5,0,4,2,2,2,5,3,1,2,8,2,8,2,6,2,7,3,2,8,8,3,2,0,3,2,3,5,0,2,7,5,0,0,4,8,3,3,0,7,2,1,2,1,0,7,59,150,0
76,6,4,3,3,4,1,8,4,4,1,3,1,7,5,2,4,4,6,11,3,2,7,7,4,1,3,3,3,4,2,10,5,1,2,2,4,2,4,2,2,1,6,3,0,2,1,1,2,2,2,1,1,2,1,3,0,10,55,156,0
25,0,2,2,3,1,7,8,5,4,4,3,3,5,6,2,2,4,4,2,2,3,0,3,2,4,3,2,1,9,2,1,1,1,1,0,4,0,5,2,0,1,4,1,1,0,1,3,3,3,3,1,1,3,1,1,2,11,47,180,0
88,6,1,6,7,4,3,9,5,8,1,9,8,1,6,0,4,1,13,3,1,2,2,1,8,10,3,4,2,5,3,6,11,2,3,1,2,3,1,4,0,4,5,4,1,1,0,6,3,3,2,2,1,2,3,2,2,8,55,179,0
32,3,3,5,2,3,4,1,0,3,2,1,4,0,3,3,4,3,2,0,1,2,5,8,0,1,0,0,1,3,4,7,4,5,3,0,4,5,1,2,1,3,4,6,1,2,2,5,4,1,1,2,2,0,1,2,1,6,32,150,0
67,5,6,4,8,8,4,5,7,8,10,2,7,3,7,3,4,5,10,1,2,2,5,4,5,11,0,3,6,3,7,6,3,3,1,2,3,4,5,2,1,3,5,5,3,1,4,7,3,2,3,4,1,0,1,1,3,15,65,152,0
70,3,6,2,7,1,2,4,8,5,1,5,5,3,12,2,5,0,3,0,0,4,7,6,1,1,1,4,0,1,3,3,2,3,5,1,4,3,2,3,2,3,6,6,4,1,2,3,4,1,1,0,0,1,2,1,2,11,60,149,0
33,2,1,2,5,2,4,1,3,5,14,5,3,1,1,3,2,1,4,2,0,0,1,1,2,0,4,0,2,3,2,1,6,2,2,0,2,1,0,0,0,0,6,1,0,0,2,3,4,0,1,2,1,0,1,2,1,7,41,164,0
17,4,3,4,1,2,2,6,0,5,2,1,3,4,1,1,3,4,1,4,1,2,0,2,5,6,1,2,1,2,3,3,1,0,2,0,1,1,2,2,3,2,6,5,0,3,4,2,3,3,0,1,0,2,1,3,0,6,47,159,0
